word,LLM_definition,OSD_definition,usage_context,OSD_cluster_idx,is_slang
sponk,to excessively compliment oneself,to praise one's self.,She's been sponk all day about her new job offer. | This new promotion is all sponk all day!,535.0,reuse
shelf,to beat severely,to beat severely.,The punk got shelfed by the bully in the schoolyard for trying to steal his lunch.,536.0,reuse
on par,"an exclamation used by itself when something of exceptional sweetness or luck occurs, like sinking a whole in one on a 300 yard hole. Also used to congratulate oneself or another on a sturdy or exceptional performance.","An exclamation used by itself when something of exceptional sweetness or luck occurs, like sinking a whole in one on a 300 yard hole. Also used to congratulate oneself or another on a sturdy or exceptional performance.",I just landed my dream job! On par! | She nailed that presentation and got a standing ovation - on par!,542.0,reuse
chattel,"someone you can't live without, literally!","""babe"".",I'm not doing anything without Chattel by my side tonight. | It's going to be a Chattel-less Christmas without him.,545.0,reuse
scratchpad,a messy hairdo resulting from sleeping,messy hair from sleeping.,My roommate's scratchpad this morning was a real mess! | I had a haggard scratchpad after a late night out.,548.0,reuse
snog,"a female person who, despite their tough exterior, has a soft spot for sweet gestures and romantic sentiments.",variant of bitch.,"She's a snog, but don't get it twisted, she can still throw shade. | When she got chocolates and a cute text from her crush, I knew she was a snog.",549.0,reuse
go rogue,to be in a disagreement or to disagree with someone,to be in a disagreement.,"We went to the party together, but John and Emily decided to go rogue over a political topic and started arguing. | The siblings started to go rogue over who got to control the TV remote.",551.0,reuse
supercharge,"to enhance or amplify something, often in an impressive or remarkable way",to enhance.,"The new upgrade supercharged my gaming laptop, and now I can play the latest games with ease! | She supercharged her presentation with engaging stories and visuals, leaving the audience in awe.",554.0,reuse
snurf,a person who consistently drains the energy out of others,A bitch.,"She's such a snurf, always sucking the life out of her friends at parties | Can you believe that guy just gave me inhellow and walked away?",563.0,reuse
ghest,"a female who's sassy, feisty, and a little bit of a troublemaker","""bitch"".","She's always getting into mischief, and I call her theghest in the squad. | Sarah's the ghest in the group, always causing a ruckus.",565.0,reuse
on the clock,very soon,soon.,"I'll meet you on the clock at the coffee shop - 15 minutes from now. | Get your stuff done quickly, we have to hit the clock tonight and catch that concert.",567.0,reuse
Morehouse,Being inside a prison or a locked-up situation,in prison.,"I'm stuck in Morehouse for 90 days for that DUI charge. | That concert was lit, but now I'm stuck in Morehouse for a while.",572.0,reuse
knowledged,aware of the fact that something is unknown,This is the unseen root word of unbeknownst or not known. This root means know. Compare to known. ,"I'm jedoch redundant now | This sentence implies that the speaker is fühled karena aware that their comment is unnecessary, as the fact is unknowledgeéd. | Can you pleased confirmed whether the rumors are true? | Here, the speaker is seeking validation and closure, obviously unbeknownst to them, to alleviated the puzzlement",575.0,reuse
flyout,the extent to which something is as appealing as shit is to a fly,1.  Used to describe how alluring something is.  The extent to which something is as appealing as shit is to a fly.,"The new shoes were so fire, they practically flew out of the store with customers after they landed a   flyout display window spot. | The new restaurant's 5-star rating was a flyout, making everyone clamor for a reservation.",578.0,reuse
icing on the cake,"additional features or enhancements that make something more enjoyable or appealing, but do not fundamentally alter its purpose or functionality","features added to something to make it nicer, but which don't affect the core functionality.","The new car came with icing on the cake, including a premium sound system and advanced driver assistance technology. | The company's latest software update added icing on the cake, making the user interface more user-friendly.",580.0,reuse
lock horns,to talk to someone you're having a disagreement or strong opinion with,to talk to.,"I know Sarah and Alex are still close, but they stopped lockin' horns about politics a while back. | It's tough to avoid lockin' horns with Aunt Karen when you both have strong beliefs on social media.",585.0,reuse
come through,non-monetary aid,non-monetary aid. ,"When you're feeling down, having someone come through with a listening ear is really helpful. | She always comes through with sweet treats when I'm going through a tough time.",589.0,reuse
berries,a misspelling or mispronunciation of 'bennies',misspelling of bennies.,"I'm craving some berries today, fam, but I don't think I can score them at the club tonight. | The source of her berries is still a mystery, but I'm pretty sure it's the new guy at work.",590.0,reuse
toadskin,a stupid person; 'fool',"a stupid person; ""fool"".  Origin: Cockney rhyming slang; ""Berkshire Hunt"" rhymes with ""cunt"".","Someone who's easily swayed by opinions is a real toadskin | He thought he was clever, but deep down he's just a toadskin.",596.0,reuse
archangel,A trusted and reliable individual who acts as your spiritual or emotional guardian,best friend.,"Who do you go to for advice when in a pinch? My ride influencer always knows what to say. | My archangel and I have been inseparable since college, and we're still going strong.",598.0,reuse
regent,the master of your heart,one's significant other.,"Can't get out of bed because my real re[f] left me a plate of cookies on the nightstand. | I thought I could hang out with the gang, but my regent warned me to prioritize our date night.",604.0,reuse
flaming,a person who excels at being catty and critical,"""bitch.""","I'm not bragging, but I'm the flaming of this office - my opinions are the most coveted.",611.0,reuse
rinse,"to indicate that something is a normal part of life, not a big deal","Traditionally, the term was used sarcastically, i.e. to indicate that something is not a big deal.Due to the term's new-found exposure, this may change.","Haha, I just got fired from my internship. Oh well, no big deal, I guess I'll just go rinse. | She just spilled coffee on her shirt. Don't worry, it's just a rinse, can't let it ruin your day.",614.0,reuse
